Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
07/04/2016,Hampshire Hotel Amsterdam American,United Kingdom,No Negative,Very friendly staff,10,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",395 day
04/18/2016,25hours Hotel beim MuseumsQuartier,Austria,Staff is terrible The team is extremely young and obviously badly trained At breakfast or on the rooftop terrace it is almost impossible to get them to serve you drinks At breakfast one member of staff spilled something on the floor wiped it with a wet cloth and did not bother to dry the area Minutes later an elderly man slipped on the area and could have been badly hurt The staff then proceeded to wet wipe the floor again and only dried it after I pointed it out Quite a few members of staff had such a limited knowledge of German that I could not understand what they were saying I am a native I understand that the hotels target audience is young but even at 27 years old I do like to be welcomed warmly as a paying guest,Location design comfort and breakfast are amazing,7.5,6,"[' Leisure trip ', ' Group ', ' Superior Double Room with City View ', ' Stayed 2 nights ']",472 day
08/06/2015,25hours Hotel beim MuseumsQuartier,Thailand,No Negative,The design of the interiorv is interesting,9.2,15,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",728 day
10/06/2016,Hampshire Hotel The Manor Amsterdam,United States of America,Can t really think of anything,The staff were uniformly friendly and helpful,10,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 6 nights ']",301 day
07/12/2016,Ofelias Hotel 4 Sup,Hong Kong,No Negative,It is well located and a lovely hotel but I don t think it is reach 4 star hotel And the price is a little expensive according to its service,6.7,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",387 day
01/14/2017,London Marriott Hotel County Hall,New Zealand,No Negative,The view The space the decor,9.6,3,"[' Leisure trip ', ' Solo traveler ', ' Superior Room with View of Big Ben ', ' Stayed 1 night ', ' Submitted from a mobile device ']",201 day
07/02/2017,Catalonia Magdalenes,United States of America,The rooftop bar very quiet A more lively scene can be fun But certainly not a reason to stay elsewhere Just a personal prefence so as to not have to leave hotel,The location the staff Both excellent The decor very nice Good value The staff could not have been any nicer or more accommodating Loved William And the free snacks and waters are very nice,10,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",32 days
08/11/2016,Expo Hotel Barcelona,United Kingdom,The room was a little small for a third guest Could have had a bigger room,The roof terrace and swimming pool The staff where very helpful and pleasant,9.6,1,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",357 day
03/19/2016,Expo Hotel Barcelona,United Kingdom,Bed could have been more comfortable,Very friendly reception staff Good breakfast,7.1,3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room with Balcony 1 Adult ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",502 day
09/12/2015,Hotel Balmes,Croatia,Staff unfriendly first they gave us an old uncleaned room doors were used and almost broken the room was not cleaned the closet and beds old ugly and worn out So we asked for a different room Than we got much better room small but renovated and clean The pooll was mot heated the garden sholud be much nicer for the price no bar at the hotel It seems like the whole hotel was not well cared for very dissapointing if the stuff was nicer the whole impression would be better on the contrary the conclusion is we werent satisfied at all sorry,Location and breakfast are good,3.3,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",691 day
07/22/2017,Room Mate Carla,Germany,the aircondition was too cold in the dining room,The style of the entire interieur The breakfast was delicious The room absolutely clean,10,4,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",12 days
03/18/2017,The Mandeville Hotel,United Arab Emirates,The size of the room comparing to the price,The staff location,7.9,1,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",138 day
03/14/2017,Hallmark Hotel London Chigwell Prince Regent,United Kingdom,How we didn t find this hotel sooner,Beautiful room Extremely spacious Bathroom was big with bath and shower separate which we loved Location was also extremely ideal for us The receptionist that checked us in was extremely bubbly and helpful Loved our stay can t wait to be back,9.6,15,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",142 day
02/17/2017,Upper Diagonal,United Kingdom,No Negative,If I go to Barcelona again I will not bother looking for another hotel I would just book this straight away,10,4,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",167 day
09/03/2016,IntercityHotel Wien,China,If the hotel provide transfor charge will be better but the staff is very kindly and borrow one to us,the staff here are very friendly the room is also very comfortable and clean good location you can reach the subway railway even shopping street easily,9.6,11,"[' Leisure trip ', ' Couple ', ' Double Room with Public Transport Ticket ', ' Stayed 2 nights ']",334 day
12/02/2016,NH Wien City,Turkey,Breakfast is expensive There are supermarkets and restaurants near the hotel You can have breakfast outside Baby bed is not comfartable We asked for extra blanket to put under the baby,Everything is perfect Clean room Comfartable bed Seperate room to watch tv Clean bath tub In the centre of shopping street,10,7,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",244 day
06/30/2016,NH Collection Wien Zentrum,India,No Negative,Excellent location with superb breakfast,7.9,1,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",399 day
09/12/2015,Hotel Arts Barcelona,Brazil,Wi fy and price,location,9.2,29,"[' Leisure trip ', ' Group ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ']",691 day
10/23/2016,Leonardo Hotel Vienna,Singapore,No Negative,Location,10,31,"[' Leisure trip ', ' Couple ', ' Superior Double Room with free unlimited WIFI ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",284 day
12/21/2016,JUFA Hotel Wien,United States of America,Everything,No Positive,3.3,1,"[' Leisure trip ', ' Solo traveler ', ' Triple Room ', ' Stayed 2 nights ']",225 day
11/08/2016,Golden Tulip Amsterdam West,Ireland,The bar and the entire hotel is alcohol free and we did not realise this going,Quiet and coffee machine in the room Good price and good location Very easy team survival directly outside the hotel,5.8,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",268 day
07/03/2017,Golden Tulip Amsterdam West,Ireland,No Negative,Everything was good,9.6,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",31 days
07/01/2016,Golden Tulip Amsterdam West,Canada,We had a room for 3 people and felt it was very expensive It s also quite far from central Amsterdam but an easy tram ride to get there,No Positive,6.7,2,"[' Leisure trip ', ' Group ', ' Standard Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",398 day
11/09/2016,Eurostars Grand Marina Hotel GL,Saudi Arabia,Nothing I got my room at 3 10pm and this is the policy 3 00pm I just hoped to get it earloer as I arrived 11 30am,Everything was fine It s my second choice in Barcelona after Le Meredian,9.2,24,"[' Business trip ', ' Solo traveler ', ' Premier Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']",267 day
09/25/2016,Eurostars Grand Marina Hotel GL,United States of America,No Negative,Everything was clean only stayed one night and it rained very hard so we enjoyed the hotel bar and had light meal with drinks,7.9,8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room 1 2 Adults ', ' Stayed 1 night ']",312 day
11/22/2016,Pakat Suites Hotel,Germany,No Negative,Great friendly service,7.9,1,"[' Business trip ', ' Solo traveler ', ' Ambassador Suite ', ' Stayed 3 nights ']",254 day
11/06/2016,Mercure Amsterdam Sloterdijk Station,Netherlands,there is no heater in the room so it was very cold the airco dind t work on high temperatures so that was quite unpleasant the minibar was completely empty,fantastic bed spacious room great rain shower,8.8,65,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",270 day
05/17/2016,Mercure Amsterdam Sloterdijk Station,Indonesia,The price,The bed was good,7.5,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",443 day
01/21/2016,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,Germany,No Negative,Coffee maker in the room,8.3,6,"[' Business trip ', ' Solo traveler ', ' Double Guest Room ', ' Stayed 1 night ']",560 day
12/10/2015,Hotel V Nesplein,Turkey,No Negative,perfect location and cool design coffee machine concept in the room rocks,9.6,6,"[' Business trip ', ' Solo traveler ', ' Comfort Double or Twin Room ', ' Stayed 1 night ']",602 day
12/19/2016,Hotel Schild,France,No Negative,Very nice,10,4,"[' Family with young children ', ' Classic Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",227 day
10/11/2016,De L Europe Amsterdam,United States of America,No Negative,Very friendly service and was very comfortable there,10,1,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",296 day
10/20/2015,Hotel Die Port van Cleve,Kazakhstan,No Negative,Loveliest hotel in Amsterdam for me Staying already for 4 years in a row and will stay Staff location everything is perfect,10,2,"[' Business trip ', ' Group ', ' Superior Twin Room ', ' Stayed 6 nights ']",653 day
05/29/2016,INK Hotel Amsterdam MGallery by Sofitel,Australia,The room was stuffy The air conditioning seemed to to be fixed on one setting No breakfast for the price of Aus 500 00 per night Only 1 bed side table the bottom bed sheet had a hole in it We received 2 complimentary bottles of water on the first day and that was it As we have found out if you want to stay in the centre of Amsterdam lookout,The location is very central to the city Free Wifi,5.4,1,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",431 day
03/13/2016,INK Hotel Amsterdam MGallery by Sofitel,United Kingdom,No Negative,Perfect location with lovely staff A great bar and restaurant Breakfast was fabulous Will definitely return again and again hopefully,10,9,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",508 day
03/20/2017,Inntel Hotels Amsterdam Centre,Canada,Room is small and without a chest of drawers,Great location clean friendly staff good Wi Fi,9.2,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",136 day
04/10/2017,Apex City Of London Hotel,United Kingdom,No Negative,Location is very good near to Tower Bridge tube restaurants pubs whats not to like Staff very friendly and cheerful and gave us an upgrade,9.6,11,"[' Leisure trip ', ' Couple ', ' City King or Twin Room ', ' Stayed 2 nights ']",115 day
12/20/2016,Apex City Of London Hotel,United Kingdom,Price was a lot seeing as it didn t include breakfast,Bed was massive,9.2,2,"[' Leisure trip ', ' Couple ', ' City King or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",226 day
08/11/2015,Apex City Of London Hotel,Australia,No Negative,Excellent location great facilities,9.6,7,"[' Leisure trip ', ' Couple ', ' Superior King or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",723 day
08/28/2015,Onix Liceo,United Kingdom,I would avoid the car park as it is a nightmare,Excellent location Very stylish and clean and comfortable Lovely pool and quiet,8.8,46,"[' Leisure trip ', ' Group ', ' Double or Twin Room 1 2 Adults ', ' Stayed 1 night ']",706 day
12/31/2016,Aloft London Excel,Guernsey,TV channel selection super limited Wifi in main reception rooms hit miss 316 good 418 not so 527 great Inform guests of changes over festive time i e No xyz bar no courtesy car,Easy unpretentious perfect for airport Love the empty fridge Bed aircon spot on,9.6,21,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",215 day
01/23/2017,Aloft London Excel,United Kingdom,No Negative,The best was sooo comfy,9.6,1,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",192 day
07/20/2017,Ham Yard Hotel,New Zealand,No Negative,This was our third time here as we just love the place Wouldn t stay anywhere else It has it all divine rooms fantastic public areas and top notch location,9.6,5,"[' Leisure trip ', ' Couple ', ' Deluxe Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14 days
02/06/2016,DoubleTree by Hilton Amsterdam Centraal Station,Netherlands,The room was nice but for the price I was expecting a lot more If the room is turned to the train station not even in higher floors the noise is ok specially during the night,People that worked at the hotel were very nice,5,4,"[' Leisure trip ', ' Couple ', ' Queen Room with Mobility Access ', ' Stayed 1 night ']",544 day
07/12/2016,DoubleTree by Hilton Amsterdam Centraal Station,United Kingdom,No Negative,Didnt do breakfast,10,4,"[' Couple ', ' Queen Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",387 day
04/05/2017,Das Opernring Hotel,Brazil,No Negative,The location is amazing The breakfast is awesome The team could help us with a ticket to Staatopera I trully recommend this hotel,9.6,15,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",120 day
05/15/2017,Mercure Hotel Amsterdam West,Austria,It would be better to drive to the hotel cuz there was only one shuttle pre hour,The hotel is close to the airport about 15 mins by shuttle The room is comfortable,9.2,14,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 3 nights ']",80 days
03/29/2017,Luxury Suites Amsterdam,Indonesia,None,Staff extremely friendly and helpful Special thanks to Martin always hands on,10,6,"[' Leisure trip ', ' Family with young children ', ' 3 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",127 day
07/18/2016,Hotel Grums Barcelona,Netherlands,THE WiFi was very slow and reception was poor in the rooms Also the garage entrance was very small If you have a long car I wouldn t recommend it since I almost scratched my car when entering,Location was close to main sites en restaurants,7.9,36,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",381 day
01/11/2017,Hotel Spa Villa Olimpica Suites,Spain,Calefacci n incontrolable demasiada calor,Desayuno,4.6,6,"[' Business trip ', ' Solo traveler ', ' Double Room 1 Adult ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",204 day
05/19/2017,Sall s Hotel Pere IV,United Kingdom,The response to our requests were undermined at times,Amazing service absolute luxury,9.2,1,"[' Leisure trip ', ' Group ', ' Deluxe Double Room with Spa Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",76 days
10/25/2016,Hampton by Hilton Amsterdam Centre East,Cyprus,The parking of the hotel was very expensive 25 day taking in mind that you already paid 200 for the room,Very comfort bed,7.9,14,"[' Leisure trip ', ' Couple ', ' Queen Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",282 day
03/30/2016,Grosvenor House A JW Marriott Hotel,Netherlands,The fact that breakfast service stops at 11 am is a bid old fashioned given the lifestyles and behaviors of the clientele Although they might be older by passport they stay up long sleep in and then would like to have a proper breakfast even when its 1pm The person preparing the Starbucks coffee had no idea milk overheated although great coffee bad preparation,loved the location and the service very much Starbucks coffee available,9.6,28,"[' Business trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 2 nights ']",491 day
04/23/2016,Hotel Am Parkring,France,Can be expansive especially the breakfeast,Very nice location and high standard hotel The room is very nicely arranged and comfortable,9.6,6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",467 day
06/09/2017,H10 Port Vell 4 Sup,,Room was quite small,No Positive,9.6,1,"[' Business trip ', ' Solo traveler ', ' Economy Double Room ', ' Stayed 2 nights ']",55 days
05/01/2016,Condes de Barcelona,Mexico,The bed was hard it was freezing and the heating did not work and they started renovations at 8 am,The bell boys were the best staff,5,6,"[' Leisure trip ', ' Group ', ' Condal Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",459 day
09/29/2015,Occidental Atenea Mar Adults Only,United Kingdom,There was no problems with the hotel at all,Location ideal for beach and Poblenue Ramblas where the locals are Fab views of the sea and helpful staff Able to hire beach towels and beach umbrella reducing need for luggage Room cleaned everyday fresh towels very quiet in a side room and easy to commute around the town,10,1,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",674 day
08/28/2015,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,Canada,The taxi I took to the airport the driver was awful very rude and spend all the time speeding and speaking Hindi on the phone Bad experience but had no relationship with the hotel be careful with this people,The hotel was nice clean and the staff were very kind Across the street is a nice mall and bunch of restaurants with nice choices of food The sea is just the and it is lovely to walk towards the sea Lovely place,7.5,2,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",706 day
08/06/2016,Hotel The Serras,Spain,Slightly bigger room I arrived late at night and could not find a restaurant though the staff offered to get me something,The decor the comfort in the bed the toiletries the staff,8.3,1,"[' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",362 day
12/05/2015,Mandarin Oriental Barcelona,United Arab Emirates,Wifi isn t free Great furnitures yet some pieces like small tables needed to be change due to the over use I believe,Everything was great,9.6,14,"[' Leisure trip ', ' Family with older children ', ' Mandarin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",607 day
03/21/2017,Majestic Hotel Spa Barcelona GL,United Kingdom,No Negative,Immaculate very large apartment with great facilities and the majestic hotel over the road had an amazing roof terrace with great views of sagrada familia,10,1,"[' Leisure trip ', ' Group ', ' Two Bedroom Apartment ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",135 day
02/06/2017,Royal Passeig de Gracia,Belgium,1 air condition is circulating same air in the room rooms are full of humidity 2 There is no room service for a hotel of 4 star 3 Staff on Terrace are not friendly and very lazy,No Positive,3.3,1,"[' Business trip ', ' Solo traveler ', ' Premium Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",178 day
04/14/2016,Royal Passeig de Gracia,Israel,No Negative,Absolutely amazing cool hotel Really enjoyed this stay Definitely to be recommended as one of the best places in Barcelona,10,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Terrace ', ' Stayed 2 nights ']",476 day
10/05/2016,K K Hotel Picasso,United Kingdom,No Negative,Everything about the hotel itself friendly staff great location,9.6,1,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",302 day
11/15/2016,Renaissance Barcelona Hotel,United States of America,Restaurant had limited menu Food was good but not enough tables,Lovely hotel with short walk to La Sagrada Familia Helpful friendly staff,9.2,1,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",261 day
09/05/2016,Catalonia Ramblas 4 Sup,United States of America,My boyfriend and I went to the spa at various times throughout the day and each and every time there was a sign there that said Please do not disturb Doing a massage in the back But the sign literally never moved I m convinced only one person was on shift both days or something because whomever was never at the desk I also had trouble with room service To order pizza and it took an hour of our request for an hour to be fulfilled So getting things done in a timely fashion when it comes to room service wasn t the best,The location of the hotel is great It is very close to Las Ramblas about 5 mins walking distance and there are plenty of restaurants and shops around The bed was a nice size big and comfortable The shower is bigger than my walk in closet I m not even joking The staff at at reception were all very enthusiastic and helpful They have someone posted at the entrance at all times to call a taxi for hotel guest They halted a taxi for us at 3 a m so we could catch our early morning flight I also enjoyed the bar and lounge areas All very nice,7.9,8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",332 day
06/03/2016,Catalonia Ramblas 4 Sup,United Kingdom,Breakfast is too expensive 19 euros per head is quite dear,Great hotel great location and great staff,10,1,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",426 day
05/31/2016,The Rookery,United Kingdom,The double bed was too small for my husband and I With hindsight I should have ordered a twin bedded room,The honesty bar and decor The night manager the Victorian bath the bed linen The ambiance was that of a private club rather than a hotel Although there were three brides spending there first night here you would never have known apart from the flurry of bridal gown and the odd kilt,10,10,"[' Leisure trip ', ' Family with older children ', ' Club Double Room ', ' Stayed 1 night ']",429 day
07/10/2017,Hotel Sacher Wien,Kuwait,Climatisation wasnt strong enough we felt hot in the room when outside was 32 degrees and breakfast wasnt very special,We had beautiful suite with classic furniture it looked like in old castle bathroom was also large overall very luxuriously looking suite,9.2,3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",24 days
03/24/2016,Hotel Principe Di Savoia,Kuwait,No Negative,Room nice and clean,8.8,3,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",497 day
09/29/2016,Glam Milano,United Arab Emirates,We stayed too short to enjoy the chic bar in the ground floor We will keep it for next time,Amazing new hotel at best possible location Stylish trendy comfortable and very cozy Even though windows overlook Central Station square the room is very quiet and you can fully relax and enjoy the designed bathroom and pleasant interior of the room The breakfast had a variety of choices and was very tasty Italian ham cheese but also standard but quality continental choice We definitely enjoyed the stay and would recommend it to anyone visiting Milan as one of the best values for money you can get,9.6,7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",308 day
02/18/2017,Glam Milano,Oman,There is no variety in breakfast or dinner same dishes every day,The staff are very friendly helpful,10,15,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",166 day
10/22/2015,Glam Milano,Italy,No Negative,new and nice,7.1,1,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",651 day
06/22/2016,Rosa Grand Milano Starhotels Collezione,Israel,the information desk was not very helpful We asked a few people there what to see beyond the street of the hotel and were advised of only two more places in Milan It s a shame that we couldn t find any channels in English,Excellent location great hotel,8.3,18,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 3 nights ']",407 day
12/20/2015,Rosa Grand Milano Starhotels Collezione,Finland,A little smile makes everyony feeling more relaxed,Fantastic location clean rooms helpfull staff,9.2,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",592 day
10/09/2016,Hotel Mozart,United States of America,Coffee scrambled eggs were bad,Clean,4.2,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",298 day
04/22/2017,Hotel Dei Cavalieri,Australia,No Negative,Some things are a bit overpriced,9.6,6,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",103 day
03/12/2016,Best Western Plus Hotel Galles,Switzerland,Bedding was adequate but no extra blankets were available in the room The location of the hotel is away from main shopping and historic area of city,The family room was large and well furnished We all enjoyed the spa facilities Breakfast buffet had many options Staff very helpful in sending for taxis,7.5,2,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 2 nights ']",509 day
10/14/2016,Starhotels Anderson,Spain,The room was ok but it was a bit noisy because I believe the windows do not isolate the sound too much The shower was ok although you had to be careful to not to spill all the water outside The edges of shower screen left the water spill out,Bed was super comfortable Good they had coffee and tea in the bedroom for free although the kettle didn t work and the cleaning service let us a couple of sweets every day wishing us good night And they had a Pillow menu Breakfast buffet was ok,7.5,7,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",293 day
10/13/2016,Hotel Michelangelo,Syria,No Negative,You get the best of Italian hospitality at a rate considered very economic compared with other 4 and 5 star hotel rates in Milano with no sacrifice in luxury,10,23,"[' Business trip ', ' Solo traveler ', ' Double Room with Spa Bath ', ' Stayed 1 night ', ' Submitted from a mobile device ']",294 day
09/07/2015,Hotel Michelangelo,Germany,No Negative,next to Milano central station very good connection to airport Nice staff a perfect massage bathtub for our last day in Milano,8.3,17,"[' Leisure trip ', ' Couple ', ' Double Room with Spa Bath ', ' Stayed 1 night ']",696 day
07/19/2016,Hotel Sunflower,Romania,Insufficient food fot breakfast not comparable with the number of guests,Receptioner are very kind and helpful nice hotel very clean and cosy,7.5,2,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",380 day
07/03/2016,M venpick Hotel Amsterdam City Centre,France,No Negative,Location,9.2,4,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",396 day
01/13/2016,Silken Ramblas,Ireland,No Negative,The hotel was lovely in good location and the staff were friendly,10,7,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",568 day
10/19/2016,Hotel SB Diagonal Zero Barcelona 4 Sup,South Africa,The WiFi could have been better ok for surfing but WhatsApp calls kept dropping,Located in a new part of town proximity to mall beach public transport incl hop on hop off tour busses could not have been better Even the Metro to and from the airport was easy The staff are incredibly polite helpful and well spoken in English I would definitely stay at this hotel again when in Barcelona,9.6,2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room ', ' Stayed 4 nights ']",288 day
08/09/2016,Hotel SB Diagonal Zero Barcelona 4 Sup,United Kingdom,No Negative,felled very comfortable,7.5,1,"[' Leisure trip ', ' Couple ', ' Suite with Hot Tub ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",359 day
11/07/2015,W Barcelona,United Kingdom,Misunderstanding as to whether I d paid for breakfast in advance Still not quite sure what happened there but reception staff sorted it out to my satisfaction so credit to them,Great views Classy and stylish with downstairs buzz and upstairs calm Early morning breakfast bar is best,8.8,1,"[' Leisure trip ', ' Couple ', ' Wonderful Double or Twin Room ', ' Stayed 4 nights ']",635 day
05/05/2016,H10 Urquinaona Plaza,United States of America,No Negative,I loved location location location but also the facility was very nice clean and comfortable Our room had a small terrece overlooking the Plaza and we loved it The staff was extremely friendly and helpful,10,2,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 3 nights ']",455 day
09/06/2016,Hotel du Louvre in the Unbound Collection by Hyatt,United Kingdom,Expensive bar and standard room far too small,Upgraded to a suit overlooking the louvre very comfy bed excellent location,7.1,3,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",331 day
01/18/2017,Olivia Plaza Hotel,Greece,Not satisfied breakfast I stayed there 6 days and i had every day the same Menu with not so many choices It s not worth this price,Location was great and staff very friendly and helpful,7.1,6,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",197 day
06/19/2016,Olivia Plaza Hotel,Israel,the only thing I can thik of is that a fitness room would have been nice,perfect location very good breakfast super friendly staff very clean,9.6,7,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ']",410 day
02/23/2016,Catalonia Barcelona Plaza,United Kingdom,No Negative,Everything was great except for my room was a little cold even with the heating on Is noisy but you are on pla a espana Bring earplugs if you re a light sleeper,9.6,4,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",527 day
01/01/2016,Catalonia Barcelona Plaza,South Africa,The Breakfast and Spa The unfriendly staff in the Japanese Restaurant,The friendly staff and comfortable rooms,7.9,1,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",580 day
06/23/2017,Barcel Sants,United Kingdom,N A,Location just above Sants station,8.3,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",41 days
02/04/2017,London Marriott Maida Vale,Ireland,The location is poor While it s close to tube station the surroundings are not great,The hotel itself is fantastic Our King room was fantastic with amazing decor and the best shower ever,8.3,1,"[' Leisure trip ', ' Solo traveler ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",180 day
